transaction_id,product_id,product_name,department,date,day_of_week,is_weekend,month,peak_hour,festival_flag,discount_pct,current_price,inventory_level,inventory_ratio,units_sold,revenue,profit,store_id,aisle,base_price,cost_price,gross_margin_pct,shelf_life_days,is_perishable,created_date,avg_price_elasticity,profit_margin,inventory_risk,high_demand
57,33627,Mix Popcorn,snacks,2024-02-26,0,0,2,9,0,5.0,5.04,55,0.55,55,277.2,105.05,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.9100000000000001,0,0
58,33627,Mix Popcorn,snacks,2024-02-27,1,0,2,8,0,0.0,5.31,59,0.59,52,276.12,113.36,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
59,33627,Mix Popcorn,snacks,2024-02-28,2,0,2,20,0,0.0,5.31,37,0.37,37,196.47,80.66,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
60,33627,Mix Popcorn,snacks,2024-02-29,3,0,2,19,0,0.0,5.31,27,0.27,27,143.37,58.86,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
61,33627,Mix Popcorn,snacks,2024-03-01,4,0,3,20,0,0.0,5.31,40,0.4,40,212.4,87.2,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
62,33627,Mix Popcorn,snacks,2024-03-02,5,1,3,8,0,0.0,5.31,71,0.71,71,377.01,154.78,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
63,33627,Mix Popcorn,snacks,2024-03-03,6,1,3,18,0,0.0,5.31,54,0.54,54,286.74,117.72,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
64,33627,Mix Popcorn,snacks,2024-03-04,0,0,3,18,0,0.0,5.31,67,0.67,60,318.6,130.8,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
65,33627,Mix Popcorn,snacks,2024-03-05,1,0,3,18,0,0.0,5.31,43,0.43,43,228.33,93.74,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
66,33627,Mix Popcorn,snacks,2024-03-06,2,0,3,17,0,0.0,5.31,98,0.98,56,297.36,122.08,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
67,33627,Mix Popcorn,snacks,2024-03-07,3,0,3,18,0,0.0,5.31,45,0.45,45,238.95,98.1,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
68,33627,Mix Popcorn,snacks,2024-03-08,4,0,3,18,0,0.0,5.31,25,0.25,25,132.75,54.5,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
69,33627,Mix Popcorn,snacks,2024-03-09,5,1,3,8,0,0.0,5.31,61,0.61,61,323.91,132.98,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
70,33627,Mix Popcorn,snacks,2024-03-10,6,1,3,18,0,0.0,5.31,57,0.57,55,292.05,119.9,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
71,33627,Mix Popcorn,snacks,2024-03-11,0,0,3,10,0,0.0,5.31,33,0.33,33,175.23,71.94,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
72,33627,Mix Popcorn,snacks,2024-03-12,1,0,3,19,0,0.0,5.31,49,0.49,44,233.64,95.92,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
73,33627,Mix Popcorn,snacks,2024-03-13,2,0,3,18,0,0.0,5.31,48,0.48,48,254.88,104.64,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
74,33627,Mix Popcorn,snacks,2024-03-14,3,0,3,18,0,0.0,5.31,60,0.6,56,297.36,122.08,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
75,33627,Mix Popcorn,snacks,2024-03-15,4,0,3,17,0,0.0,5.31,101,1.0,41,217.71,89.38,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
76,33627,Mix Popcorn,snacks,2024-03-16,5,1,3,18,0,0.0,5.31,58,0.58,58,307.98,126.44,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
77,33627,Mix Popcorn,snacks,2024-03-17,6,1,3,17,0,0.0,5.31,32,0.32,32,169.92,69.76,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
78,33627,Mix Popcorn,snacks,2024-03-18,0,0,3,17,0,20.0,4.25,22,0.22,22,93.5,24.64,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.12,0,0
79,33627,Mix Popcorn,snacks,2024-03-19,1,0,3,17,0,0.0,5.31,22,0.22,22,116.82,47.96,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
80,33627,Mix Popcorn,snacks,2024-03-20,2,0,3,8,0,0.0,5.31,78,0.78,49,260.19,106.82,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
81,33627,Mix Popcorn,snacks,2024-03-21,3,0,3,8,0,0.0,5.31,80,0.8,54,286.74,117.72,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
82,33627,Mix Popcorn,snacks,2024-03-22,4,0,3,17,0,0.0,5.31,86,0.86,47,249.57,102.46,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
83,33627,Mix Popcorn,snacks,2024-03-23,5,1,3,10,0,10.0,4.78,84,0.84,77,368.06,127.05,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.6500000000000004,0,0
84,33627,Mix Popcorn,snacks,2024-03-24,6,1,3,17,0,0.0,5.31,80,0.8,79,419.49,172.22,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
85,33627,Mix Popcorn,snacks,2024-03-25,0,0,3,18,0,0.0,5.31,32,0.32,32,169.92,69.76,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
86,33627,Mix Popcorn,snacks,2024-03-26,1,0,3,17,0,0.0,5.31,58,0.58,45,238.95,98.1,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
87,33627,Mix Popcorn,snacks,2024-03-27,2,0,3,19,0,0.0,5.31,17,0.17,17,90.27,37.06,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
88,33627,Mix Popcorn,snacks,2024-03-28,3,0,3,19,0,0.0,5.31,74,0.74,49,260.19,106.82,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
89,33627,Mix Popcorn,snacks,2024-03-29,4,0,3,9,0,0.0,5.31,39,0.39,39,207.09,85.02,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
90,33627,Mix Popcorn,snacks,2024-03-30,5,1,3,10,0,0.0,5.31,50,0.5,50,265.5,109.0,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
91,33627,Mix Popcorn,snacks,2024-03-31,6,1,3,17,0,0.0,5.31,84,0.84,66,350.46,143.88,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
92,33627,Mix Popcorn,snacks,2024-04-01,0,0,4,20,0,5.0,5.04,65,0.65,51,257.04,97.41,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.9100000000000001,0,0
93,33627,Mix Popcorn,snacks,2024-04-02,1,0,4,18,0,0.0,5.31,52,0.52,47,249.57,102.46,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
94,33627,Mix Popcorn,snacks,2024-04-03,2,0,4,9,0,0.0,5.31,16,0.16,16,84.96,34.88,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
95,33627,Mix Popcorn,snacks,2024-04-04,3,0,4,19,0,0.0,5.31,35,0.35,35,185.85,76.3,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
96,33627,Mix Popcorn,snacks,2024-04-05,4,0,4,20,0,0.0,5.31,60,0.6,45,238.95,98.1,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
97,33627,Mix Popcorn,snacks,2024-04-06,5,1,4,10,0,0.0,5.31,48,0.48,48,254.88,104.64,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
98,33627,Mix Popcorn,snacks,2024-04-07,6,1,4,19,0,0.0,5.31,53,0.53,53,281.43,115.54,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
99,33627,Mix Popcorn,snacks,2024-04-08,0,0,4,19,0,0.0,5.31,53,0.53,53,281.43,115.54,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
100,33627,Mix Popcorn,snacks,2024-04-09,1,0,4,17,0,0.0,5.31,65,0.65,52,276.12,113.36,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
101,33627,Mix Popcorn,snacks,2024-04-10,2,0,4,20,0,0.0,5.31,17,0.17,17,90.27,37.06,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
102,33627,Mix Popcorn,snacks,2024-04-11,3,0,4,10,0,0.0,5.31,68,0.68,42,223.02,91.56,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
103,33627,Mix Popcorn,snacks,2024-04-12,4,0,4,17,0,0.0,5.31,74,0.74,59,313.29,128.62,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
104,33627,Mix Popcorn,snacks,2024-04-13,5,1,4,19,0,10.0,4.78,63,0.63,63,301.14,103.95,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.6500000000000004,0,0
105,33627,Mix Popcorn,snacks,2024-04-14,6,1,4,18,0,0.0,5.31,69,0.69,64,339.84,139.52,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
106,33627,Mix Popcorn,snacks,2024-04-15,0,0,4,18,0,5.0,5.04,23,0.23,23,115.92,43.93,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.9100000000000001,0,0
107,33627,Mix Popcorn,snacks,2024-04-16,1,0,4,18,0,0.0,5.31,6,0.06,6,31.86,13.08,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
108,33627,Mix Popcorn,snacks,2024-04-17,2,0,4,19,0,0.0,5.31,85,0.85,53,281.43,115.54,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
109,33627,Mix Popcorn,snacks,2024-04-18,3,0,4,20,0,0.0,5.31,62,0.62,58,307.98,126.44,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
110,33627,Mix Popcorn,snacks,2024-04-19,4,0,4,9,0,0.0,5.31,51,0.51,43,228.33,93.74,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
111,33627,Mix Popcorn,snacks,2024-04-20,5,1,4,19,0,0.0,5.31,1,0.01,1,5.31,2.18,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
112,33627,Mix Popcorn,snacks,2024-04-21,6,1,4,19,0,0.0,5.31,39,0.39,39,207.09,85.02,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
113,33627,Mix Popcorn,snacks,2024-04-22,0,0,4,17,0,0.0,5.31,26,0.26,26,138.06,56.68,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
114,33627,Mix Popcorn,snacks,2024-04-23,1,0,4,18,0,0.0,5.31,80,0.8,44,233.64,95.92,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
115,33627,Mix Popcorn,snacks,2024-04-24,2,0,4,18,0,0.0,5.31,60,0.6,51,270.81,111.18,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
116,33627,Mix Popcorn,snacks,2024-04-25,3,0,4,17,0,0.0,5.31,54,0.54,54,286.74,117.72,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
117,33627,Mix Popcorn,snacks,2024-04-26,4,0,4,19,0,0.0,5.31,51,0.51,43,228.33,93.74,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
118,33627,Mix Popcorn,snacks,2024-04-27,5,1,4,19,0,5.0,5.04,76,0.76,67,337.68,127.97,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.9100000000000001,0,0
119,33627,Mix Popcorn,snacks,2024-04-28,6,1,4,19,0,0.0,5.31,47,0.47,47,249.57,102.46,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
120,33627,Mix Popcorn,snacks,2024-04-29,0,0,4,8,0,0.0,5.31,65,0.65,43,228.33,93.74,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
121,33627,Mix Popcorn,snacks,2024-04-30,1,0,4,18,0,0.0,5.31,100,1.0,56,297.36,122.08,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
122,33627,Mix Popcorn,snacks,2024-05-01,2,0,5,20,0,0.0,5.31,58,0.58,48,254.88,104.64,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
123,33627,Mix Popcorn,snacks,2024-05-02,3,0,5,19,0,0.0,5.31,17,0.17,17,90.27,37.06,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,1,0
124,33627,Mix Popcorn,snacks,2024-05-03,4,0,5,19,0,0.0,5.31,57,0.57,54,286.74,117.72,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,2.1799999999999997,0,0
125,33627,Mix Popcorn,snacks,2024-05-04,5,1,5,19,0,5.0,5.04,27,0.27,27,136.08,51.57,1,chips pretzels,5.31,3.13,41.1,120,0,2024-01-01,-4.04,1.9100000000000001,0,0
